Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
ERR6226018	Illumina MiSeq paired end sequencing	Illumina MiSeq	7800	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226018/ERR6226018.sra	ERR6226018.sra	ERR6226018_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/008/ERR6226018/ERR6226018_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/008/ERR6226018/ERR6226018_1.fastq.gz	ERR6226018_1.fastq.gz	ERR6226018_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR6226018	Illumina MiSeq paired end sequencing	Illumina MiSeq	7800	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226018/ERR6226018.sra	ERR6226018.sra	ERR6226018_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/008/ERR6226018/ERR6226018_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/008/ERR6226018/ERR6226018_2.fastq.gz	ERR6226018_2.fastq.gz	ERR6226018_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR6226019	Illumina MiSeq paired end sequencing	Illumina MiSeq	5246	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226019/ERR6226019.sra	ERR6226019.sra	ERR6226019_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/009/ERR6226019/ERR6226019_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/009/ERR6226019/ERR6226019_1.fastq.gz	ERR6226019_1.fastq.gz	ERR6226019_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR6226019	Illumina MiSeq paired end sequencing	Illumina MiSeq	5246	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226019/ERR6226019.sra	ERR6226019.sra	ERR6226019_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/009/ERR6226019/ERR6226019_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/009/ERR6226019/ERR6226019_2.fastq.gz	ERR6226019_2.fastq.gz	ERR6226019_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR6226020	Illumina MiSeq paired end sequencing	Illumina MiSeq	1503	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226020/ERR6226020.sra	ERR6226020.sra	ERR6226020_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/000/ERR6226020/ERR6226020_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/000/ERR6226020/ERR6226020_1.fastq.gz	ERR6226020_1.fastq.gz	ERR6226020_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR6226020	Illumina MiSeq paired end sequencing	Illumina MiSeq	1503	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226020/ERR6226020.sra	ERR6226020.sra	ERR6226020_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/000/ERR6226020/ERR6226020_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/000/ERR6226020/ERR6226020_2.fastq.gz	ERR6226020_2.fastq.gz	ERR6226020_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR6226021	Illumina MiSeq paired end sequencing	Illumina MiSeq	1298	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226021/ERR6226021.sra	ERR6226021.sra	ERR6226021_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/001/ERR6226021/ERR6226021_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/001/ERR6226021/ERR6226021_1.fastq.gz	ERR6226021_1.fastq.gz	ERR6226021_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR6226021	Illumina MiSeq paired end sequencing	Illumina MiSeq	1298	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226021/ERR6226021.sra	ERR6226021.sra	ERR6226021_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/001/ERR6226021/ERR6226021_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/001/ERR6226021/ERR6226021_2.fastq.gz	ERR6226021_2.fastq.gz	ERR6226021_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR6226023	Illumina MiSeq paired end sequencing	Illumina MiSeq	1378	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226023/ERR6226023.sra	ERR6226023.sra	ERR6226023_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/003/ERR6226023/ERR6226023_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/003/ERR6226023/ERR6226023_1.fastq.gz	ERR6226023_1.fastq.gz	ERR6226023_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR6226023	Illumina MiSeq paired end sequencing	Illumina MiSeq	1378	1638399600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR622/ERR6226023/ERR6226023.sra	ERR6226023.sra	ERR6226023_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR622/003/ERR6226023/ERR6226023_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR622/003/ERR6226023/ERR6226023_2.fastq.gz	ERR6226023_2.fastq.gz	ERR6226023_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR2172115	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172115/ERR2172115.sra	ERR2172115.sra	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172115/ERR2172115.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/005/ERR2172115/ERR2172115.fastq.gz	ERR2172115.fastq.gz	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing.fastq.gz
ERR2172115	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172115/ERR2172115.sra	ERR2172115.sra	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172115/ERR2172115_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/005/ERR2172115/ERR2172115_1.fastq.gz	ERR2172115_1.fastq.gz	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz
ERR2172115	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172115/ERR2172115.sra	ERR2172115.sra	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2172115/ERR2172115_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/005/ERR2172115/ERR2172115_2.fastq.gz	ERR2172115_2.fastq.gz	ERR2172115_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz
ERR2172116	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172116/ERR2172116.sra	ERR2172116.sra	ERR2172116_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172116/ERR2172116_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/006/ERR2172116/ERR2172116_1.fastq.gz	ERR2172116_1.fastq.gz	ERR2172116_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz
ERR2172116	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172116/ERR2172116.sra	ERR2172116.sra	ERR2172116_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2172116/ERR2172116_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/006/ERR2172116/ERR2172116_2.fastq.gz	ERR2172116_2.fastq.gz	ERR2172116_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz
ERR2172117	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172117/ERR2172117.sra	ERR2172117.sra	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172117/ERR2172117.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/007/ERR2172117/ERR2172117.fastq.gz	ERR2172117.fastq.gz	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing.fastq.gz
ERR2172117	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172117/ERR2172117.sra	ERR2172117.sra	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172117/ERR2172117_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/007/ERR2172117/ERR2172117_1.fastq.gz	ERR2172117_1.fastq.gz	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz
ERR2172117	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172117/ERR2172117.sra	ERR2172117.sra	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2172117/ERR2172117_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/007/ERR2172117/ERR2172117_2.fastq.gz	ERR2172117_2.fastq.gz	ERR2172117_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz
ERR2172118	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172118/ERR2172118.sra	ERR2172118.sra	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172118/ERR2172118.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/008/ERR2172118/ERR2172118.fastq.gz	ERR2172118.fastq.gz	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing.fastq.gz
ERR2172118	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172118/ERR2172118.sra	ERR2172118.sra	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172118/ERR2172118_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/008/ERR2172118/ERR2172118_1.fastq.gz	ERR2172118_1.fastq.gz	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz
ERR2172118	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172118/ERR2172118.sra	ERR2172118.sra	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2172118/ERR2172118_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/008/ERR2172118/ERR2172118_2.fastq.gz	ERR2172118_2.fastq.gz	ERR2172118_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz
ERR2172119	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172119/ERR2172119.sra	ERR2172119.sra	ERR2172119_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172119/ERR2172119_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/009/ERR2172119/ERR2172119_1.fastq.gz	ERR2172119_1.fastq.gz	ERR2172119_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz
ERR2172119	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	0	1507849200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR217/ERR2172119/ERR2172119.sra	ERR2172119.sra	ERR2172119_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2172119/ERR2172119_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR217/009/ERR2172119/ERR2172119_2.fastq.gz	ERR2172119_2.fastq.gz	ERR2172119_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz
SRR5346206	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	32023	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346206/SRR5346206.sra	SRR5346206.sra	SRR5346206_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5346206/SRR5346206_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/006/SRR5346206/SRR5346206_1.fastq.gz	SRR5346206_1.fastq.gz	SRR5346206_Other_Sequencing_of_malaria_parasite_P._falciparum_1.fastq.gz
SRR5346206	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	32023	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346206/SRR5346206.sra	SRR5346206.sra	SRR5346206_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5346206/SRR5346206_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/006/SRR5346206/SRR5346206_2.fastq.gz	SRR5346206_2.fastq.gz	SRR5346206_Other_Sequencing_of_malaria_parasite_P._falciparum_2.fastq.gz
SRR5346207	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	30716	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346207/SRR5346207.sra	SRR5346207.sra	SRR5346207_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5346207/SRR5346207_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/007/SRR5346207/SRR5346207_1.fastq.gz	SRR5346207_1.fastq.gz	SRR5346207_Other_Sequencing_of_malaria_parasite_P._falciparum_1.fastq.gz
SRR5346207	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	30716	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346207/SRR5346207.sra	SRR5346207.sra	SRR5346207_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5346207/SRR5346207_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/007/SRR5346207/SRR5346207_2.fastq.gz	SRR5346207_2.fastq.gz	SRR5346207_Other_Sequencing_of_malaria_parasite_P._falciparum_2.fastq.gz
SRR5346208	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	27483	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346208/SRR5346208.sra	SRR5346208.sra	SRR5346208_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5346208/SRR5346208_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/008/SRR5346208/SRR5346208_1.fastq.gz	SRR5346208_1.fastq.gz	SRR5346208_Other_Sequencing_of_malaria_parasite_P._falciparum_1.fastq.gz
SRR5346208	Other Sequencing of malaria parasite P. falciparum	Illumina HiSeq 2500	27483	1512082800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR534/SRR5346208/SRR5346208.sra	SRR5346208.sra	SRR5346208_Other_Sequencing_of_malaria_parasite_P._falciparum.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5346208/SRR5346208_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/008/SRR5346208/SRR5346208_2.fastq.gz	SRR5346208_2.fastq.gz	SRR5346208_Other_Sequencing_of_malaria_parasite_P._falciparum_2.fastq.gz
